Date,Daily Return,,,,,,
2003-06-16,-0.009466943,,,,,,
2003-06-17,-0.007895621,,,,,,
2003-06-18,-0.012774667,,,,,,
2003-06-19,-0.001909507,,,,,,
2003-06-20,-0.003719391,,,,,,
2003-06-23,0.005973048,,,,,,
2003-06-24,0.009225244,,,,,,
2003-06-25,-0.01596949,,,,,,
2003-06-26,-0.013452836,,,,,,
2003-06-27,-0.003571864,,,,,,
2003-06-30,0.00467049,,,,,,
2003-07-01,-0.004959223,,,,,,
2003-07-02,0.002507697,,,,,,
2003-07-03,-0.014359699,,,,,,
2003-07-07,-0.006401713,,,,,,
2003-07-08,0.000888654,,,,,,
2003-07-09,0.003218343,,,,,,
2003-07-10,-0.00033193,,,,,,
2003-07-11,0.004759046,,,,,,
2003-07-14,-0.011455093,,,,,,
2003-07-15,-0.02339818,,,,,,
2003-07-16,0.005704957,,,,,,
2003-07-17,-0.003063587,,,,,,
2003-07-18,-0.002047858,,,,,,
2003-07-21,-0.021208642,,,,,,
2003-07-22,0.00489214,,,,,,
2003-07-23,0.003362583,,,,,,
2003-07-24,-0.008781153,,,,,,
2003-07-25,-0.002681277,,,,,,
2003-07-28,-0.013440869,,,,,,
2003-07-29,-0.013623924,,,,,,
2003-07-30,0.011290637,,,,,,
2003-07-31,-0.014845977,,,,,,
2003-08-01,-0.000751179,,,,,,
2003-08-04,0.00860508,,,,,,
2003-08-05,-0.0142995,,,,,,
2003-08-06,0.019748666,,,,,,
2003-08-07,0.004184878,,,,,,
2003-08-08,-0.004048969,,,,,,
2003-08-11,-0.005019529,,,,,,
2003-08-12,-0.004685456,,,,,,
2003-08-13,-0.019311701,,,,,,
2003-08-14,0.009846495,,,,,,
2003-08-15,-0.000609636,,,,,,
2003-08-18,0.004633396,,,,,,
2003-08-19,0.015416711,,,,,,
2003-08-20,-0.00537903,,,,,,
2003-08-21,-0.00240386,,,,,,
2003-08-22,0.004457334,,,,,,
2003-08-25,-0.007795736,,,,,,
2003-08-26,0.007856987,,,,,,
2003-08-27,-0.004557661,,,,,,
2003-08-28,0.01036252,,,,,,
2003-08-29,-0.002385395,,,,,,
2003-09-02,-0.014625297,,,,,,
2003-09-03,0.001584422,,,,,,
2003-09-04,0.005596149,,,,,,
2003-09-05,0.017181659,,,,,,
2003-09-08,-0.010348787,,,,,,
2003-09-09,0.007210724,,,,,,
2003-09-10,0.010142981,,,,,,
2003-09-11,-0.006496641,,,,,,
2003-09-12,0.006896763,,,,,,
2003-09-15,-0.001535234,,,,,,
2003-09-16,-0.001537928,,,,,,
2003-09-17,0.012438622,,,,,,
2003-09-18,0.000701317,,,,,,
2003-09-19,0.001169018,,,,,,
2003-09-22,-0.007941127,,,,,,
2003-09-23,0.006827694,,,,,,
2003-09-24,0.008652225,,,,,,
2003-09-25,0.004984011,,,,,,
2003-09-26,0.008996282,,,,,,
2003-09-29,-0.008001223,,,,,,
2003-09-30,0.016593455,,,,,,
2003-10-01,-0.003790019,,,,,,
2003-10-02,-0.004571119,,,,,,
2003-10-03,-0.021005076,,,,,,
2003-10-06,0.004338282,,,,,,
2003-10-07,-0.011557239,,,,,,
2003-10-08,-0.000236859,,,,,,
2003-10-09,-0.007087951,,,,,,
2003-10-10,0.005949362,,,,,,
2003-10-13,-0.003902836,,,,,,
2003-10-14,-0.006887074,,,,,,
2003-10-15,-0.004901275,,,,,,
2003-10-16,-0.003965386,,,,,,
2003-10-17,0.007720176,,,,,,
2003-10-20,0.003352072,,,,,,
2003-10-21,0.00369813,,,,,,
2003-10-22,0.009745954,,,,,,
2003-10-23,-0.007297429,,,,,,
2003-10-24,0.011146224,,,,,,
2003-10-27,-0.00199343,,,,,,
2003-10-28,0.005288015,,,,,,
2003-10-29,-0.009001762,,,,,,
2003-10-30,-0.004480815,,,,,,
2003-10-31,0.009359639,,,,,,
2003-11-03,-0.004738127,,,,,,
2003-11-04,0.005684081,,,,,,
2003-11-05,-0.006829752,,,,,,
2003-11-06,-0.009366565,,,,,,
2003-11-07,-0.000598701,,,,,,
2003-11-10,-0.000838654,,,,,,
2003-11-11,0.000120181,,,,,,
2003-11-12,0.007310699,,,,,,
2003-11-13,0.015466555,,,,,,
2003-11-14,0.006678727,,,,,,
2003-11-17,0.001512981,,,,,,
2003-11-18,0.006159589,,,,,,
2003-11-19,-0.011088244,,,,,,
2003-11-20,0.009694453,,,,,,
2003-11-21,0.000577464,,,,,,
2003-11-24,-0.008207596,,,,,,
2003-11-25,0.005477924,,,,,,
2003-11-26,-0.004056915,,,,,,
2003-11-28,-0.009079839,,,,,,
2003-12-01,-0.005571338,,,,,,
2003-12-02,0.004272872,,,,,,
2003-12-03,-0.004018202,,,,,,
2003-12-04,0.002254672,,,,,,
2003-12-05,0.0159859,,,,,,
2003-12-08,-0.006993176,,,,,,
2003-12-09,-0.00704265,,,,,,
2003-12-10,0.00165527,,,,,,
2003-12-11,0.007198621,,,,,,
2003-12-12,0.001874912,,,,,,
2003-12-15,-0.000584609,,,,,,
2003-12-16,0.003276408,,,,,,
2003-12-17,0.006764173,,,,,,
2003-12-18,0.009036569,,,,,,
2003-12-19,-0.000344374,,,,,,
2003-12-22,-0.002756041,,,,,,
2003-12-23,-0.011287712,,,,,,
2003-12-24,0.009436002,,,,,,
2003-12-26,0.003692194,,,,,,
2003-12-29,-0.008967919,,,,,,
2003-12-30,-0.004060515,,,,,,
2003-12-31,-1.62148E-07,,,,,,
2004-01-02,-0.01181885,,,,,,
2004-01-05,-0.002605974,,,,,,
2004-01-06,0.011042979,,,,,,
2004-01-07,0.003992254,,,,,,
2004-01-08,-0.000349691,,,,,,
2004-01-09,0.017434202,,,,,,
2004-01-12,-0.000803845,,,,,,
2004-01-13,0.006790093,,,,,,
2004-01-14,0.004915889,,,,,,
2004-01-15,0.003754177,,,,,,
2004-01-16,-0.007026097,,,,,,
2004-01-20,-0.0002291,,,,,,
2004-01-21,0.002397571,,,,,,
2004-01-22,0.007289426,,,,,,
2004-01-23,-0.011985317,,,,,,
2004-01-26,-0.006065681,,,,,,
2004-01-27,0.006217044,,,,,,
2004-01-28,-0.008810852,,,,,,
2004-01-29,-0.002077931,,,,,,
2004-01-30,0.006941294,,,,,,
2004-02-02,-0.002099841,,,,,,
2004-02-03,0.005085724,,,,,,
2004-02-04,-0.00195436,,,,,,
2004-02-05,-0.003918224,,,,,,
2004-02-06,0.010991743,,,,,,
2004-02-09,0.002975164,,,,,,
2004-02-10,-0.005590468,,,,,,
2004-02-11,0.007457785,,,,,,
2004-02-12,-0.004213922,,,,,,
2004-02-13,0.004231754,,,,,,
2004-02-17,-0.000682561,,,,,,
2004-02-18,0.001367391,,,,,,
2004-02-19,0.00102378,,,,,,
2004-02-20,-0.006935538,,,,,,
2004-02-23,0.00618326,,,,,,
2004-02-24,0.001820185,,,,,,
2004-02-25,0.001590364,,,,,,
2004-02-26,-0.003175892,,,,,,
2004-02-27,0.008646388,,,,,,
2004-03-01,-0.000385176,,,,,,
2004-03-02,-0.006344179,,,,,,
2004-03-03,-0.001824089,,,,,,
2004-03-04,0.004455299,,,,,,
2004-03-05,0.019330565,,,,,,
2004-03-08,0.005912992,,,,,,
2004-03-09,0.0066536,,,,,,
2004-03-10,-0.000660586,,,,,,
2004-03-11,0.001432739,,,,,,
2004-03-12,-0.006164484,,,,,,
2004-03-15,0.001661683,,,,,,
2004-03-16,0.008292979,,,,,,
2004-03-17,-0.001644434,,,,,,
2004-03-18,-0.005272816,,,,,,
2004-03-19,-0.001325348,,,,,,
2004-03-22,0.006082135,,,,,,
2004-03-23,0.001758603,,,,,,
2004-03-24,-0.000548919,,,,,,
2004-03-25,-0.003842091,,,,,,
2004-03-26,-0.010578994,,,,,,
2004-03-29,-0.006684107,,,,,,
2004-03-30,-0.000672383,,,,,,
2004-03-31,0.004824422,,,,,,
2004-04-01,-0.003273552,,,,,,
2004-04-02,-0.024743663,,,,,,
2004-04-05,-0.007842372,,,,,,
2004-04-06,0.005463066,,,,,,
2004-04-07,-0.002311588,,,,,,
2004-04-08,-0.002896953,,,,,,
2004-04-12,-0.003602604,,,,,,
2004-04-13,-0.01084643,,,,,,
2004-04-14,-0.000825746,,,,,,
2004-04-15,-0.005900488,,,,,,
2004-04-16,0.003798581,,,,,,
2004-04-19,-0.002129328,,,,,,
2004-04-20,-0.009124194,,,,,,
2004-04-21,0.00490297,,,,,,
2004-04-22,0.005951523,,,,,,
2004-04-23,-0.005678984,,,,,,
2004-04-26,0.00166528,,,,,,
2004-04-27,0.003801127,,,,,,
2004-04-28,-0.009348556,,,,,,
2004-04-29,-0.004897912,,,,,,
2004-04-30,0.00408077,,,,,,
2004-05-03,0.001260602,,,,,,
2004-05-04,-0.006832374,,,,,,
2004-05-05,-0.002776131,,,,,,
2004-05-06,-0.00266267,,,,,,
2004-05-07,-0.013106781,,,,,,
2004-05-10,-0.00233636,,,,,,
2004-05-11,0.004560732,,,,,,
2004-05-12,-0.006625747,,,,,,
2004-05-13,-0.003829571,,,,,,
2004-05-14,0.00818328,,,,,,
2004-05-17,0.008855077,,,,,,
2004-05-18,-0.003900579,,,,,,
2004-05-19,-0.003304746,,,,,,
2004-05-20,0.007735107,,,,,,
2004-05-21,-0.004020453,,,,,,
2004-05-24,0.003180791,,,,,,
2004-05-25,0.00292743,,,,,,
2004-05-26,0.005349387,,,,,,
2004-05-27,0.007862128,,,,,,
2004-05-28,-0.002760468,,,,,,
2004-06-01,-0.00915659,,,,,,
2004-06-02,-0.002560235,,,,,,
2004-06-03,0.002078152,,,,,,
2004-06-04,-0.005855092,,,,,,
2004-06-07,0.000244944,,,,,,
2004-06-08,0.001840266,,,,,,
2004-06-09,-0.004285095,,,,,,
2004-06-10,0.001967147,,,,,,
2004-06-14,-0.007976966,,,,,,
2004-06-15,0.021154595,,,,,,
2004-06-16,-0.003876845,,,,,,
2004-06-17,0.006567744,,,,,,
2004-06-18,-0.002174834,,,,,,
2004-06-21,0.000726477,,,,,,
2004-06-22,-0.003025268,,,,,,
2004-06-23,0.001942776,,,,,,
2004-06-24,0.006056408,,,,,,
2004-06-25,0.000962963,,,,,,
2004-06-28,-0.010224384,,,,,,
2004-06-29,0.00631936,,,,,,
2004-06-30,0.010265461,,,,,,
2004-07-01,0.001872855,,,,,,
2004-07-02,0.01054212,,,,,,
2004-07-06,-0.001659346,,,,,,
2004-07-07,0.000356464,,,,,,
2004-07-08,0.000593345,,,,,,
2004-07-09,0.001067754,,,,,,
2004-07-12,0.00142242,,,,,,
2004-07-13,-0.002958159,,,,,,
2004-07-14,0.00035515,,,,,,
2004-07-15,0.001068021,,,,,,
2004-07-16,0.013275546,,,,,,
2004-07-19,0.000701481,,,,,,
2004-07-20,-0.009000142,,,,,,
2004-07-21,-0.002713427,,,,,,
2004-07-22,0.00141958,,,,,,
2004-07-23,0.003306286,,,,,,
2004-07-26,-0.004708287,,,,,,
2004-07-27,-0.0134835,,,,,,
2004-07-28,0.000120272,,,,,,
2004-07-29,0.002277955,,,,,,
2004-07-30,0.011720561,,,,,,
2004-08-02,0.001305493,,,,,,
2004-08-03,0.004030331,,,,,,
2004-08-04,0.000471856,,,,,,
2004-08-05,0.002831468,,,,,,
2004-08-06,0.016826019,,,,,,
2004-08-09,-0.003471271,,,,,,
2004-08-10,-0.003600197,,,,,,
2004-08-11,0.004311759,,,,,,
2004-08-12,0.002088951,,,,,,
2004-08-13,0.00324277,,,,,,
2004-08-16,-0.003462805,,,,,,
2004-08-17,0.00567497,,,,,,
2004-08-18,-0.004836351,,,,,,
2004-08-19,0.00243022,,,,,,
2004-08-20,-0.000924127,,,,,,
2004-08-23,-0.005777793,,,,,,
2004-08-24,0.000581368,,,,,,
2004-08-25,0.00348487,,,,,,
2004-08-26,0.005671178,,,,,,
2004-08-27,-0.000690028,,,,,,
2004-08-30,0.004722276,,,,,,
2004-08-31,0.006190295,,,,,,
2004-09-01,0.001029824,,,,,,
2004-09-02,-0.009827114,,,,,,
2004-09-03,0.000115386,,,,,,
2004-09-07,-0.001038584,,,,,,
2004-09-08,0.008432397,,,,,,
2004-09-09,-0.003780417,,,,,,
2004-09-10,0.001495268,,,,,,
2004-09-13,0.004362255,,,,,,
2004-09-14,0.001028619,,,,,,
2004-09-15,-0.002283069,,,,,,
2004-09-16,0.011330472,,,,,,
2004-09-17,-0.004978931,,,,,,
2004-09-20,0.006595281,,,,,,
2004-09-21,0.002938553,,,,,,
2004-09-22,0.010365111,,,,,,
2004-09-23,-0.004013674,,,,,,
2004-09-24,0.001231791,,,,,,
2004-09-27,0.004360681,,,,,,
2004-09-28,-0.004009115,,,,,,
2004-09-29,-0.009723815,,,,,,
2004-09-30,-0.003838151,,,,,,
2004-10-01,-0.004995573,,,,,,
2004-10-04,0.001486137,,,,,,
2004-10-05,0,,,,,,
2004-10-06,-0.004565966,,,,,,
2004-10-07,-0.00435915,,,,,,
2004-10-08,0.013249133,,,,,,
2004-10-11,0.001022774,,,,,,
2004-10-12,0.002271746,,,,,,
2004-10-13,0.003626604,,,,,,
2004-10-14,0.004742665,,,,,,
2004-10-15,-0.003483899,,,,,,
2004-10-18,0.000450522,,,,,,
2004-10-19,0.00259302,,,,,,
2004-10-20,0.006858697,,,,,,
2004-10-21,0.000669673,,,,,,
2004-10-22,0.002343976,,,,,,
2004-10-25,0.000779207,,,,,,
2004-10-26,-0.003003238,,,,,,
2004-10-27,-0.009819664,,,,,,
2004-10-28,0.003267853,,,,,,
2004-10-29,0.00460558,,,,,,
2004-11-01,-0.006219279,,,,,,
2004-11-02,0.001468274,,,,,,
2004-11-03,0.000450994,,,,,,
2004-11-04,0.001014819,,,,,,
2004-11-05,-0.010926123,,,,,,
2004-11-08,-0.003529765,,,,,,
2004-11-09,-0.000571984,,,,,,
2004-11-10,-0.00377324,,,,,,
2004-11-11,-0.002180766,,,,,,
2004-11-12,0.010812878,,,,,,
2004-11-15,0.000910564,,,,,,
2004-11-16,0,,,,,,
2004-11-17,0.008527879,,,,,,
2004-11-18,0.003043381,,,,,,
2004-11-19,-0.007979301,,,,,,
2004-11-22,0.005211414,,,,,,
2004-11-23,0.001239936,,,,,,
2004-11-24,0,,,,,,
2004-11-26,-0.006529228,,,,,,
2004-11-29,-0.010650974,,,,,,
2004-11-30,-0.004239603,,,,,,
2004-12-01,-0.001558125,,,,,,
2004-12-02,-0.004048854,,,,,,
2004-12-03,0.015563233,,,,,,
2004-12-06,0.003432179,,,,,,
2004-12-07,0.001253273,,,,,,
2004-12-08,0.015594737,,,,,,
2004-12-09,-0.006613868,,,,,,
2004-12-10,0.002482595,,,,,,
2004-12-13,0.002138602,,,,,,
2004-12-14,0.003930858,,,,,,
2004-12-15,0.009061093,,,,,,
2004-12-16,-0.014744578,,,,,,
2004-12-17,-0.00134996,,,,,,
2004-12-20,0.001802354,,,,,,
2004-12-21,0.003036378,,,,,,
2004-12-22,-0.003363578,,,,,,
2004-12-23,-0.003262321,,,,,,
2004-12-27,-0.007789267,,,,,,
2004-12-28,-0.000795934,,,,,,
2004-12-29,-0.001024156,,,,,,
2004-12-30,0.006723841,,,,,,
2004-12-31,0.006306845,,,,,,
2005-01-03,0.00214595,,,,,,
2005-01-04,-0.010480604,,,,,,
2005-01-05,0.005352824,,,,,,
2005-01-06,0.00067884,,,,,,
2005-01-07,0.002264275,,,,,,
2005-01-10,0.001581958,,,,,,
2005-01-11,0.00586393,,,,,,
2005-01-12,0.001344602,,,,,,
2005-01-13,0.009628159,,,,,,
2005-01-14,-0.000110637,,,,,,
2005-01-18,0.003326537,,,,,,
2005-01-19,0.002874285,,,,,,
2005-01-20,0.001984003,,,,,,
2005-01-21,0.001099341,,,,,,
2005-01-24,0.004285593,,,,,,
2005-01-25,-0.009408636,,,,,,
2005-01-26,0.001876948,,,,,,
2005-01-27,-0.001873431,,,,,,
2005-01-28,0.010050682,,,,,,
2005-01-31,0.002843536,,,,,,
2005-02-01,-0.001586955,,,,,,
2005-02-02,0.002301884,,,,,,
2005-02-03,-0.000547313,,,,,,
2005-02-04,0.013898228,,,,,,
2005-02-07,0.007446619,,,,,,
2005-02-08,0.005678826,,,,,,
2005-02-09,0.002663224,,,,,,
2005-02-10,-0.013492733,,,,,,
2005-02-11,-0.000646986,,,,,,
2005-02-14,0.003125772,,,,,,
2005-02-15,-0.005049826,,,,,,
2005-02-16,-0.003778698,,,,,,
2005-02-17,-0.006287399,,,,,,
2005-02-18,-0.008944242,,,,,,
2005-02-22,-0.004402262,,,,,,
2005-02-23,0.003316436,,,,,,
2005-02-24,-0.002203837,,,,,,
2005-02-25,0.004858822,,,,,,
2005-02-28,-0.01076919,,,,,,
2005-03-01,-0.0003117,,,,,,
2005-03-02,-0.001337517,,,,,,
2005-03-03,-0.000558451,,,,,,
2005-03-04,0.010833442,,,,,,
2005-03-07,0.003977611,,,,,,
2005-03-08,-0.009464593,,,,,,
2005-03-09,-0.016330902,,,,,,
2005-03-10,0.006098342,,,,,,
2005-03-11,-0.007296349,,,,,,
2005-03-14,0.005993118,,,,,,
2005-03-15,-0.006294696,,,,,,
2005-03-16,0.006108224,,,,,,
2005-03-17,0.003261132,,,,,,
2005-03-18,-0.006276198,,,,,,
2005-03-21,-0.002819248,,,,,,
2005-03-22,-0.008482378,,,,,,
2005-03-23,0.00479052,,,,,,
2005-03-24,0.00204347,,,,,,
2005-03-28,-0.006117778,,,,,,
2005-03-29,0.00592751,,,,,,
2005-03-30,0.004985619,,,,,,
2005-03-31,0.00721623,,,,,,
2005-04-01,0.003371105,,,,,,
2005-04-04,-0.000223933,,,,,,
2005-04-05,-0.002576472,,,,,,
2005-04-06,0.003481263,,,,,,
2005-04-07,-0.00805712,,,,,,
2005-04-08,0.00349731,,,,,,
2005-04-11,0.005395902,,,,,,
2005-04-12,0.009280428,,,,,,
2005-04-13,-0.002437137,,,,,,
2005-04-14,-0.00155365,,,,,,
2005-04-15,0.013236042,,,,,,
2005-04-18,-0.000768623,,,,,,
2005-04-19,0.00966892,,,,,,
2005-04-20,-0.002502947,,,,,,
2005-04-21,-0.01047268,,,,,,
2005-04-22,0.008377971,,,,,,
2005-04-25,0.002952314,,,,,,
2005-04-26,-0.001525945,,,,,,
2005-04-27,0.003493746,,,,,,
2005-04-28,0.007397464,,,,,,
2005-04-29,-0.001727673,,,,,,
2005-05-02,-0.000217422,,,,,,
2005-05-03,0.002714556,,,,,,
2005-05-04,-0.008772033,,,,,,
2005-05-05,0.002294543,,,,,,
2005-05-06,-0.007412528,,,,,,
2005-05-09,0.000988653,,,,,,
2005-05-10,0.007131324,,,,,,
2005-05-11,0.003049647,,,,,,
2005-05-12,0.003910028,,,,,,
2005-05-13,0.003894394,,,,,,
2005-05-16,-0.001185377,,,,,,
2005-05-17,0.002804918,,,,,,
2005-05-18,0.006670292,,,,,,
2005-05-19,-0.00256531,,,,,,
2005-05-20,0.001178699,,,,,,
2005-05-23,0.007812957,,,,,,
2005-05-24,0.002761025,,,,,,
2005-05-25,-0.006989684,,,,,,
2005-05-26,-0.000319917,,,,,,
2005-05-27,0.001067495,,,,,,
2005-05-31,0.01236012,,,,,,
2005-06-01,0.012245795,,,,,,
2005-06-02,0.002401336,,,,,,
2005-06-03,-0.008226592,,,,,,
2005-06-06,0.005249601,,,,,,
2005-06-07,0.00793794,,,,,,
2005-06-08,-0.004767381,,,,,,
